,job_title,company_name,location,salary,job_desc
14,Software Engineer for Blockchain Projects,CSIRO,Sydney NSW,"$98,000 - $106,000 a year","Join CSIRO's Data61 - Australia's largest data innovation group.
At CSIRO you can be part of helping to solve big, complex problems that make a real difference…"
5,"Lead Representative, Data Management and Quantitative Analysis - Data & Analytic Solutions",BNY Mellon,Sydney NSW,,"Manages data on In house systems and ensures information is accurate.
Responds to data-related questions from internal and external clients and helps provide…"
6,"Manager, Data, Infra, Controls & Aggregation",Westpac Group,Sydney NSW,,"Along with an advanced knowledge of data management and infrastructure, we are looking for:
This will involve ensuring that all sources of data used as input…"
7,Customer Solutions Manager,ByteDance/Tik Tok,Sydney NSW,"$100,000 - $140,000 a year","Analyze campaign performance data to offer clients data-driven business insights and at the same time, use those insights to improve our advertising offerings;"
8,Group Account Director - Expressions of Interest,Clemenger Group,Sydney NSW,,"One brand expression or big TV ad is simply not enough.
CHE Proximity is seeking expressions of interest from Group Account Directors."
9,WordPress Developer,Sola.io,Sydney NSW,"$55,000 - $75,000 a year","Own and operate the systems that you build based on real-time customer data and demanding service-level agreements.
UX Design experience is a plus."
10,CRM Training Support,JLL,Sydney NSW,,"Is it a big goal or small steps?
Review and implement new data structures on the CRM and work with IT to evolve the system.
A snapshot of the role:"
11,Head of AIML Technology,AWS Australia Pty Ltd,Sydney NSW,,"Significant experience working in a technology evangelist or technical executive role.
Strong knowledge and experience with AI and Machine Learning services,…"
12,Strategist (Mid-Level),Spark Foundry,Pyrmont NSW,,"As a mid-level Strategist, your role is to deliver the insight and rationale to deliver the big leaps of faith our clients should be taking not just in a…"
13,Quantitative Researcher,Akuna Capital,Sydney NSW,,"Help identify, design, backtest and optimize low latency strategies using big data.
Akuna Capital is a young and booming trading firm with a strong focus on…"
14,Business Analyst,Westpac Group,Sydney NSW,,"You’ll join one big, supportive team to reach our vision to become one of the world’s greatest service companies.
What’s in it for me?"
5,Process Automation Specialist,KPMG,Sydney NSW,,"Experience with capabilities that support big data solutions for loading, streaming, storing and enriching data sets used to drive improved automated decision…"
6,Commodities Trader,Liquid Capital Group,Sydney NSW,,"Analyze fundamental and technical data to identify trading/arbitrage opportunities.
What sets us apart from others is that we allow employees to have a big…"
7,Customer Insights Analyst,Atlassian,Sydney NSW,,"It's not for the faint of heart - you'll need to slice and dice data that lives up to the 'big data' name, looking for key trends and patterns."
8,Scaled Customer Engineer (GCloud Customers),Google,Sydney NSW,,"The Google Cloud Platform team helps customers transform and evolve their business through the use of Google’s global network, web-scale data centers and…"
9,Head of Law Enforcement Operations - APAC,Uber,Sydney NSW,,"Experience with APAC legal systems relating to law enforcement data requests.
Experience working with data protection authorities, financial institutions, and…"
10,CFO - Construction company,SMLXL Projects,Sydney NSW,,"Ability to analyse and interpret financial data.
We deliver projects that make a big impact across workplace, commercial, hospitality and retail sectors."
11,Partner Success Manager - Data & Analytics,AWS Australia Pty Ltd,Sydney NSW,,"More than 10+ years of business development, enterprise account management, or product management experience.
Consistently exceeds key performance metrics."
12,"Senior Reliability Engineer, Data Centers",Amazon Corporate Services Pty,Sydney NSW,,"Familiarity with major data center infrastructure equipment.
Knowledge of statistical techniques and models is required to analyze test as well as field data."
13,Systems Engineer,Commonwealth Bank,Sydney Central Business District NSW,,"Demonstrated experience with Kubernetes, Docker orchestration, and infrastructure related open source contributions would be a big plus!
What's in it for you?"
14,Full Stack Software Engineer,Carecone,Sydney NSW,,"Experience in data processing, particularly with streaming and big data tools, e.g. PostgreSQL, Cassandra..
Proficient in visualising data on web applications…"
0,HR Generalist,Tyro,Sydney NSW,,"You’ll also have experience in using people data (e.g. headcount, attrition, engagement, etc.) to influence and make decisions.
What you'll be doing:"
1,Operational Analyst,THE ICONIC,Sydney NSW,,"Effectively translating production data to support teams reach operational targets.
Ensuring the quality of all documents and data are accurate."
2,Data Analyst,Bluefin Resources,Sydney NSW,$350 - $400 a day,"Proven experience in using SQL to interogate and manipulate data.
Data analysis , QA and reporting.
My client is a leading Financial Services client based in…"
3,Data Scientist,Greythorn,Sydney NSW,,"Leverage advanced technologies, data and human insights to re-invent organisations to become world class digital enterprises.
You will work proactively to:"
4,Pricing Analyst | BIG W,Big W,Bella Vista NSW,,"Run appropriate deep-dive data analysis to support Pricing decisions as required.
Opportunity to play a big role in shaping and delivering BIG W Pricing…"
5,Sr. Strategy & Planning Associate,Uber,Sydney NSW,,"Top of the line Excel and data management skills.
Strong business sense and creative approach with data to identify gaps in our value proposition."
6,Software Development Engineer - Amazon Web Services,AWS Australia Pty Ltd,Sydney NSW,,"These teams are responsible for building high impact software products and tooling that directly improve the lives of internal and external customers, working…"
8,Attorney,Microsoft,Sydney NSW,,"How about working on some of the most challenging commercial and regulatory issues around Asia, such as cloud computing, the ethics of big data and AI?"
9,Strategist,Khoros,Sydney NSW,,"Candidates ideally have former agency or big brand experience.
Ability to manage and analyze large data sets, work in Excel, and create and build meaningful…"
0,Financial Controller,PSG,Sydney NSW,"$160,000 - $190,000 a year","Critically analysis of financial data and providing additional support to the commercial team.
It is important that you are coming from a Financial Services or…"
1,Data Engineer - Front Office Trading - Sydney,The Argyle Network,Sydney NSW,"$160,000 - $180,000 a year","Experience coding risk models using PySpark / big data processing.
Experience working with large data sets and extracting insights."
2,Marketing Analyst,Koala,Sydney NSW,,"Experience in advanced analytics using statistical and big data methodologies, developing models for budgeting & forecasting.
Why we have this role @ Koala."
3,Therapeutic Caseworker,Relationships Australia NSW via Big Splash,Sydney NSW,"$43,401 - $48,358 a year","Manage brokerage requests from preparation to completion and data entry.
Maintain accurate client records, e.g file notes updated daily, and data entry…"
4,Business/Data Analyst,Robert Walters,Sydney Central Business District NSW,,"Create reports through the analysis of numerous datasets.
Immediate start on an initial 3 month contract.
The Business/Data Analyst will:"
5,Addressable Executive,Clemenger Group,Sydney NSW,,"One brand expression or big TV ad is simply not enough.
Develop forecasts and plans, using data from the wider CHEP team and client information."
